Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew,NetIndexCreditReimb,HedgeGains
93,8,9,74,831021.62106195,1349023.72132494,0.00090193,0.00133708,0.00168214,0.00000000,0.00000000,0.03000000,0.05000000,3.4656315837,748.57157198,1078.10834086,1396.12492676,31.62747063,0.00000000,0.00000000,827767.18875172,-3.41840501,-0.72130202,0.08333333,0.000000000,112.525518729
94,8,10,74,827767.18875172,1343740.69826672,0.00090079,0.00133708,0.00168214,0.00000000,0.00000000,0.03000000,0.05000000,3.4578801272,744.69722083,1073.88681934,1390.65815574,31.50362774,0.00000000,0.00000000,824526.44292807,-3.41840501,-0.72130202,0.08333333,0.000000000,113.364976957
95,8,11,74,824526.44292807,1338479.89291570,0.00089965,0.00133708,0.00168214,0.00000000,0.00000000,0.03000000,0.05000000,3.4501499430,740.84377361,1069.68304903,1385.21437213,31.38030561,0.00000000,0.00000000,821299.32142770,-3.41840501,-0.72130202,0.08333333,0.000000000,114.210860647
96,8,12,74,821299.32142770,1333241.20436024,0.00089851,0.00133708,0.00168214,0.00500000,0.00000000,0.03000000,0.05000000,3.4424409607,735.69379509,1063.59250392,1377.32725957,31.20163290,6645.86650437,0.00000000,811445.63973185,-3.41840501,-0.72130202,0.08333333,0.000000000,352.816404565
97,9,1,75,811445.63973185,1394425.75879377,0.00101907,0.00163933,0.00168214,0.00000000,0.03780000,0.02000000,0.05000000,3.4332952992,856.96653921,1352.36816701,1414.55930428,26.19265563,0.00000000,30672.64518186,838468.19824758,-3.21626396,-0.72130202,0.08333333,3834.080647733,3961.489001444
98,9,2,75,838468.19824758,1388381.74459734,0.00101778,0.00146709,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.4247691215,852.21787317,1205.09395527,1408.50369646,23.34024990,0.00000000,0.00000000,834979.04247279,-3.21626396,-0.83136601,0.08333333,0.000000000,111.195974762
99,9,3,75,834979.04247279,1382604.20861935,0.00101650,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.4158881941,847.56827950,1290.96824918,1402.59440414,25.00346252,0.00000000,0.00000000,831412.90807744,-3.21626396,-0.75893709,0.08333333,0.000000000,114.980598980
100,9,4,75,831412.90807744,1376699.20720889,0.00101521,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.4070346842,842.88063460,1285.45533979,1396.60481001,24.89668854,0.00000000,0.00000000,827863.07060450,-3.21626396,-0.75893709,0.08333333,0.000000000,115.795980241
101,9,5,75,827863.07060450,1370821.19113861,0.00101392,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3982084924,838.22000244,1279.96762057,1390.64258415,24.79040244,0.00000000,0.00000000,824329.44999490,-3.21626396,-0.75893709,0.08333333,0.000000000,116.617328023
102,9,6,75,824329.44999490,1364970.02784230,0.00101264,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3894095197,833.58622022,1274.50496779,1384.70759216,24.68460182,0.00000000,0.00000000,820811.96661291,-3.21626396,-0.75893709,0.08333333,0.000000000,117.444687034
103,9,7,75,820811.96661291,1359145.58545478,0.00101136,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3806376676,828.97912616,1269.06725836,1378.79970029,24.57928431,0.00000000,0.00000000,817310.54124379,-3.21626396,-0.75893709,0.08333333,0.000000000,118.278102325
104,9,8,75,817310.54124379,1353347.73280786,0.00101008,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3718928379,824.39855954,1263.65436986,1372.91877555,24.47444753,0.00000000,0.00000000,813825.09509131,-3.21626396,-0.75893709,0.08333333,0.000000000,119.117619290
105,9,9,75,813825.09509131,1347576.33942647,0.00100880,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3631749327,819.84436061,1258.26618052,1367.06468562,24.37008912,0.00000000,0.00000000,810355.54977544,-3.21626396,-0.75893709,0.08333333,0.000000000,119.963283672
106,9,10,75,810355.54977544,1341831.27552461,0.00100752,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3544838547,815.31637066,1252.90256918,1361.23729890,24.26620674,0.00000000,0.00000000,806901.82732996,-3.21626396,-0.75893709,0.08333333,0.000000000,120.815141561
107,9,11,75,806901.82732996,1336112.41200153,0.00100625,0.00157826,0.00168214,0.00000000,0.00000000,0.02000000,0.05000000,3.3458195070,810.81443198,1247.56341537,1355.43648445,24.16279806,0.00000000,0.00000000,803463.85020010,-3.21626396,-0.75893709,0.08333333,0.000000000,121.673239400
108,9,12,75,803463.85020010,1330419.62043781,0.00100497,0.00157826,0.00168214,0.00500000,0.00000000,0.02000000,0.05000000,3.3371817930,804.80921918,1239.89275500,1347.10256507,24.01423277,6630.25405329,0.00000000,793417.77737480,-3.21626396,-0.75893709,0.08333333,0.000000000,359.705073050
109,10,1,76,793417.77737480,1387836.23847679,0.00114147,0.00194715,0.00168214,0.00000000,0.03780000,0.01000000,0.05000000,3.3268819330,938.43720451,1585.59785080,1382.93865776,15.20765228,0.00000000,29991.19198477,819486.78799421,-3.00824409,-0.75893709,0.08333333,3748.898998096,3885.804972233
110,10,2,76,819486.78799421,1381225.49504883,0.00114003,0.00174588,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.3172874881,932.83686227,1415.01098815,1376.42904616,13.57153396,0.00000000,0.00000000,815748.93956366,-3.00824409,-0.86693855,0.08333333,0.000000000,119.121565953
111,10,3,76,815748.93956366,1374925.44039933,0.00113858,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.3072782682,927.37118460,1517.39283156,1370.09963890,14.55349006,0.00000000,0.00000000,811919.52241854,-3.00824409,-0.79321396,0.08333333,0.000000000,123.469456918
112,10,4,76,811919.52241854,1368471.04885879,0.00113714,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2973040096,921.84926300,1510.27058687,1363.66874990,14.48517978,0.00000000,0.00000000,808109.24863899,-3.00824409,-0.79321396,0.08333333,0.000000000,124.291433243
113,10,5,76,808109.24863899,1362048.92300572,0.00113570,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2873645719,916.36155289,1503.18394174,1357.27000480,14.41721095,0.00000000,0.00000000,804318.01592861,-3.00824409,-0.79321396,0.08333333,0.000000000,125.119099486
114,10,6,76,804318.01592861,1355658.89042196,0.00113426,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2774598156,910.90783302,1496.13270596,1350.90323188,14.34958173,0.00000000,0.00000000,800545.72257601,-3.00824409,-0.79321396,0.08333333,0.000000000,125.952496170
115,10,7,76,800545.72257601,1349300.77967539,0.00113282,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2675896017,905.48788363,1489.11669042,1344.56826037,14.28229032,0.00000000,0.00000000,796792.26745128,-3.00824409,-0.79321396,0.08333333,0.000000000,126.791664112
116,10,8,76,796792.26745128,1342974.42031395,0.00113139,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2577537918,900.10148645,1482.13570707,1338.26492048,14.21533490,0.00000000,0.00000000,793057.55000239,-3.00824409,-0.79321396,0.08333333,0.000000000,127.636644427
117,10,9,76,793057.55000239,1336679.64285960,0.00112996,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2479522482,894.74842469,1475.18956894,1331.99304339,14.14871368,0.00000000,0.00000000,789341.47025169,-3.00824409,-0.79321396,0.08333333,0.000000000,128.487478530
118,10,10,76,789341.47025169,1330416.27880237,0.00112853,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2381848338,889.42848301,1468.27809014,1325.75246124,14.08242489,0.00000000,0.00000000,785643.92879240,-3.00824409,-0.79321396,0.08333333,0.000000000,129.344208136
119,10,11,76,785643.92879240,1324184.16059449,0.00112710,0.00188085,0.00168214,0.00000000,0.00000000,0.01000000,0.05000000,3.2284514121,884.14144755,1461.40108584,1319.54300716,14.01646675,0.00000000,0.00000000,781964.82678510,-3.00824409,-0.79321396,0.08333333,0.000000000,130.206875264
120,10,12,76,781964.82678510,1317983.12164449,0.00112567,0.00188085,0.00168214,0.00500000,0.00000000,0.01000000,0.05000000,3.2187518472,877.10439785,1451.60799003,1310.70052632,13.92254004,6566.49035812,0.00000000,771745.00097275,-3.00824409,-0.79321396,0.08333333,0.000000000,365.926392762
121,11,1,77,771745.00097275,1371440.85978005,0.00128011,0.04706626,0.00168214,0.00000000,0.03780000,0.00000000,0.05000000,3.0633308091,1022.35858317,37589.57008467,1343.44664288,0.00000000,0.00000000,29171.96103677,760961.58669880,-1.38234318,-0.79321396,0.40000000,3646.495129596,5041.160258360
122,11,2,77,760961.58669880,1303023.73682203,0.00127848,0.03180126,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.9621211670,970.18275306,24132.54266117,1276.50222380,0.00000000,0.00000000,0.00000000,734582.35906077,-1.38234318,-0.89919768,0.30000000,0.000000000,420.340065047
123,11,3,77,734582.35906077,1257853.57268733,0.00127686,0.02305257,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8901416446,935.42485198,16888.23432183,1232.33214087,0.00000000,0.00000000,0.00000000,715526.36774608,-1.38234318,-0.82429811,0.20000000,0.000000000,307.205092772
124,11,4,77,715526.36774608,1225223.26723468,0.00127524,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8827184783,911.18882674,925.19930393,1201.92701972,0.00000000,0.00000000,0.00000000,712488.05259568,-1.38234318,-0.82429811,0.01111111,0.000000000,49.555040731
125,11,5,77,712488.05259568,1220020.64356732,0.00127363,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8753190318,906.17015210,921.27121272,1196.82403387,0.00000000,0.00000000,0.00000000,709463.78719699,-1.38234318,-0.82429811,0.01111111,0.000000000,49.903737412
126,11,6,77,709463.78719699,1214842.07782914,0.00127201,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8679432141,901.18058794,917.36128335,1191.74464207,0.00000000,0.00000000,0.00000000,706453.50068363,-1.38234318,-0.82429811,0.01111111,0.000000000,50.254986172
127,11,7,77,706453.50068363,1209687.44867294,0.00127040,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8605909350,896.21995590,913.46942421,1186.68872533,0.00000000,0.00000000,0.00000000,703457.12257820,-1.38234318,-0.82429811,0.01111111,0.000000000,50.608806243
128,11,8,77,703457.12257820,1204556.63541756,0.00126879,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8532621046,891.28807874,909.59554422,1181.65616530,0.00000000,0.00000000,0.00000000,700474.58278994,-1.38234318,-0.82429811,0.01111111,0.000000000,50.965217001
129,11,9,77,700474.58278994,1199449.51804391,0.00126718,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8459566332,886.38478041,905.73955277,1176.64684429,0.00000000,0.00000000,0.00000000,697505.81161247,-1.38234318,-0.82429811,0.01111111,0.000000000,51.324237976
130,11,10,77,697505.81161247,1194365.97719104,0.00126558,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8386744318,881.50988599,901.90135978,1171.66064527,0.00000000,0.00000000,0.00000000,694550.73972144,-1.38234318,-0.82429811,0.01111111,0.000000000,51.685888845
131,11,11,77,694550.73972144,1189305.89415225,0.00126397,0.00129485,0.00168214,0.00000000,0.00000000,0.00000000,0.05000000,2.8314154116,876.66322167,898.08087563,1166.69745182,0.00000000,0.00000000,0.00000000,691609.29817233,-1.38234318,-0.82429811,0.01111111,0.000000000,52.050189438
132,11,12,77,691609.29817233,1184269.15087117,0.00126237,0.00129485,0.00168214,0.00500000,0.00000000,0.00000000,0.05000000,2.8241794842,870.18985877,892.58067674,1159.55213985,0.00000000,5901.83524849,0.00000000,682785.14024847,-1.38234318,-0.82429811,0.01111111,0.000000000,157.976874437
133,12,1,78,682785.14024847,1179255.62993794,0.00143683,0.00152633,0.00000000,0.00000000,0.01890000,0.00000000,0.05000000,2.8158171679,987.85247387,1049.38491125,7517.75464085,0.00000000,0.00000000,12762.55358798,685992.70181047,-3.18407035,-0.82429811,0.08333333,1613.079893837,1649.698074233
134,12,2,78,685992.70181047,1175763.88703684,0.00143501,0.00150022,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.8075581535,972.93626273,1017.14968264,7495.49477986,0.00000000,0.00000000,0.00000000,676507.12108524,-3.18407035,-0.84140935,0.08333333,0.000000000,32.061362550
135,12,3,78,676507.12108524,1172315.27860866,0.00143319,0.00152345,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7992633546,958.14393962,1018.48450142,7473.50990113,0.00000000,0.00000000,0.00000000,667056.98274308,-3.18407035,-0.82617431,0.08333333,0.000000000,32.221543518
136,12,4,78,667056.98274308,1168851.72807424,0.00143137,0.00149016,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7910911946,943.45122054,982.19899159,7451.42976647,0.00000000,0.00000000,0.00000000,657679.90276448,-3.18407035,-0.84808474,0.08333333,0.000000000,31.762234777
137,12,5,78,657679.90276448,1165439.38630733,0.00142956,0.00145688,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7830406928,928.89807104,946.65535415,7429.67608771,0.00000000,0.00000000,0.00000000,648374.67325158,-3.18407035,-0.87048467,0.08333333,0.000000000,31.302330306
138,12,6,78,648374.67325158,1162077.84371470,0.00142774,0.00142363,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7751108610,914.48230852,911.84956373,7408.24625368,0.00000000,0.00000000,0.00000000,639140.09512564,-3.18407035,-0.89339070,0.08333333,0.000000000,30.841946752
139,12,7,78,639140.09512564,1158766.68775610,0.00142593,0.00139041,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7673007035,900.20177264,877.77769303,7387.13763445,0.00000000,0.00000000,0.00000000,629974.97802553,-3.18407035,-0.91682017,0.08333333,0.000000000,30.381205231
140,12,8,78,629974.97802553,1155505.50258570,0.00142412,0.00135723,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7596092154,886.05432511,844.43590748,7366.34757898,0.00000000,0.00000000,0.00000000,620878.14021396,-3.18407035,-0.94079123,0.08333333,0.000000000,29.920231373
141,12,9,78,620878.14021396,1152293.86868256,0.00142232,0.00132410,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7520353825,872.03784941,811.82045963,7345.87341285,0.00000000,0.00000000,0.00000000,611848.40849207,-3.18407035,-0.96532288,0.08333333,0.000000000,29.459155364
142,12,10,78,611848.40849207,1149131.36247020,0.00142051,0.00129103,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7445781795,858.15025060,779.92768306,7325.71243575,0.00000000,0.00000000,0.00000000,602884.61812265,-3.18407035,-0.99043502,0.08333333,0.000000000,28.998111978
143,12,11,78,602884.61812265,1146017.55592493,0.00141871,0.00125803,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7372365699,844.38945503,748.75398596,7305.86191902,0.00000000,0.00000000,0.00000000,593985.61276263,-3.18407035,-1.01614850,0.08333333,0.000000000,28.537240593
144,12,12,78,593985.61276263,1142952.01617309,0.00141691,0.00122510,0.00000000,0.01500000,0.00000000,0.00000000,0.05000000,2.7300095043,829.24298845,716.98988549,7286.31910310,0.00000000,16892.08029285,0.00000000,568260.98049274,-3.18407035,-1.04248518,0.08333333,0.000000000,334.196419455
145,13,1,79,568260.98049274,1139934.30507712,0.00161357,0.00122048,0.00000000,0.00000000,0.01890000,0.00000000,0.05000000,2.7222778958,921.67064327,697.13757576,7267.08119487,0.00000000,0.00000000,10602.78469673,569977.87577558,-3.16084423,-1.06946800,0.08333333,1342.516566414,1371.666121799
146,13,2,79,569977.87577558,1136705.91856985,0.00161152,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7148540088,906.25526437,628.36179980,7246.50023088,0.00000000,0.00000000,0.00000000,561196.75848051,-3.16084423,-1.15717210,0.08333333,0.000000000,24.768265974
147,13,3,79,561196.75848051,1133606.02335270,0.00160947,0.00112481,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7074357442,891.01053676,622.69744924,7226.73839887,0.00000000,0.00000000,0.00000000,552456.31209564,-3.16084423,-1.15057427,0.08333333,0.000000000,24.721103837
148,13,4,79,552456.31209564,1130508.47578095,0.00160743,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.7000633950,875.87298275,608.84126026,7206.99153310,0.00000000,0.00000000,0.00000000,543764.60631953,-3.16084423,-1.15717210,0.08333333,0.000000000,24.535826948
149,13,5,79,543764.60631953,1127430.10048999,0.00160539,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6927166259,860.84814097,599.15796802,7187.36689062,0.00000000,0.00000000,0.00000000,535117.23331992,-3.16084423,-1.15717210,0.08333333,0.000000000,24.414426871
150,13,6,79,535117.23331992,1124362.40638517,0.00160335,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6853953304,845.93097366,589.52409644,7167.81034071,0.00000000,0.00000000,0.00000000,526513.96790911,-3.16084423,-1.15717210,0.08333333,0.000000000,24.289442482
151,13,7,79,526513.96790911,1121305.34893492,0.00160132,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6780994024,831.12078108,579.93939443,7148.32159946,0.00000000,0.00000000,0.00000000,517954.58613414,-3.16084423,-1.15717210,0.08333333,0.000000000,24.160821159
152,13,8,79,517954.58613414,1118258.88382172,0.00159928,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6708287360,816.41686810,570.40361229,7128.90038436,0.00000000,0.00000000,0.00000000,509438.86526939,-3.16084423,-1.15717210,0.08333333,0.000000000,24.028509626
153,13,9,79,509438.86526939,1115222.96694103,0.00159725,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6635832264,801.81854416,560.91650166,7109.54641425,0.00000000,0.00000000,0.00000000,500966.58380932,-3.16084423,-1.15717210,0.08333333,0.000000000,23.892453942
154,13,10,79,500966.58380932,1112197.55440009,0.00159522,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6563627688,787.32512325,551.47781557,7090.25940930,0.00000000,0.00000000,0.00000000,492537.52146120,-3.16084423,-1.15717210,0.08333333,0.000000000,23.752599498
155,13,11,79,492537.52146120,1109182.60251677,0.00159320,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6491672592,772.93592388,542.08730840,7071.03909104,0.00000000,0.00000000,0.00000000,484151.45913788,-3.16084423,-1.15717210,0.08333333,0.000000000,23.608891005
156,13,12,79,484151.45913788,1106178.06781847,0.00159117,0.00111737,0.00000000,0.01500000,0.00000000,0.00000000,0.05000000,2.6419965939,757.20775432,531.73176301,7051.88518234,0.00000000,16309.18849776,0.00000000,459501.44594045,-3.16084423,-1.15717210,0.08333333,0.000000000,319.711997604
157,14,1,80,459501.44594045,1103183.90704095,0.00181611,0.00111737,0.00000000,0.00000000,0.01890000,0.00000000,0.05000000,2.6342517100,836.68659293,514.77190016,7032.79740739,0.00000000,0.00000000,8551.65745727,459668.84749725,-3.16084423,-1.15717210,0.08333333,1085.572166034,1109.969812736
158,14,2,80,459668.84749725,1099949.97733929,0.00181381,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6265356053,820.46363643,505.43329095,7012.18110554,0.00000000,0.00000000,0.00000000,451330.76946433,-3.16084423,-1.15717210,0.08333333,0.000000000,21.454807728
159,14,3,80,451330.76946433,1096728.06456630,0.00181150,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6188481519,804.36403485,496.14615189,6991.64141161,0.00000000,0.00000000,0.00000000,443038.61786598,-3.16084423,-1.15717210,0.08333333,0.000000000,21.295655238
160,14,4,80,443038.61786598,1093518.11538559,0.00180920,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6111892229,788.38694004,486.91020265,6971.17798558,0.00000000,0.00000000,0.00000000,434792.14273771,-3.16084423,-1.15717210,0.08333333,0.000000000,21.132667906
161,14,5,80,434792.14273771,1090320.07673263,0.00180690,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.6035586918,772.53150974,477.72516455,6950.79048917,0.00000000,0.00000000,0.00000000,426591.09557424,-3.16084423,-1.15717210,0.08333333,0.000000000,20.965792450
162,14,6,80,426591.09557424,1087133.89581326,0.00180460,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5959564328,756.79690756,468.59076054,6930.47858581,0.00000000,0.00000000,0.00000000,418435.22932033,-3.16084423,-1.15717210,0.08333333,0.000000000,20.794974950
163,14,7,80,418435.22932033,1083959.52010209,0.00180231,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5883823207,741.18230291,459.50671519,6910.24194065,0.00000000,0.00000000,0.00000000,410324.29836158,-3.16084423,-1.15717210,0.08333333,0.000000000,20.620160836
164,14,8,80,410324.29836158,1080796.89734099,0.00180001,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5808362310,725.68687101,450.47275465,6890.08022055,0.00000000,0.00000000,0.00000000,402258.05851538,-3.16084423,-1.15717210,0.08333333,0.000000000,20.441294883
165,14,9,80,402258.05851538,1077645.97553756,0.00179773,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5733180399,710.30979280,441.48860669,6869.99309405,0.00000000,0.00000000,0.00000000,394236.26702184,-3.16084423,-1.15717210,0.08333333,0.000000000,20.258321200
166,14,10,80,394236.26702184,1074506.70296362,0.00179544,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5658276241,695.05025491,432.55400067,6849.98023139,0.00000000,0.00000000,0.00000000,386258.68253487,-3.16084423,-1.15717210,0.08333333,0.000000000,20.071183227
167,14,11,80,386258.68253487,1071379.02815370,0.00179316,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5583648609,679.90744962,423.66866751,6830.04130448,0.00000000,0.00000000,0.00000000,378325.06511327,-3.16084423,-1.15717210,0.08333333,0.000000000,19.879823727
168,14,12,80,378325.06511327,1068262.89990354,0.00179088,0.00111737,0.00000000,0.01500000,0.00000000,0.00000000,0.05000000,2.5509296284,663.49956184,413.97069797,6810.17598689,0.00000000,15692.01021405,0.00000000,354745.40865252,-3.16084423,-1.15717210,0.08333333,0.000000000,305.723445339
169,15,1,81,354745.40865252,1065158.26726863,0.00211190,0.00111737,0.00000000,0.00000000,0.01890000,0.00000000,0.05000000,2.5426980172,748.18787706,395.85169570,6790.38395384,0.00000000,0.00000000,6576.34996681,353387.33509272,-3.16084423,-1.15717210,0.08333333,838.086027942,858.819954421
170,15,2,81,353387.33509272,1061721.10120634,0.00210939,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5344993408,730.62088328,387.01710424,6768.47202019,0.00000000,0.00000000,0.00000000,345501.22508501,-3.16084423,-1.15717210,0.08333333,0.000000000,18.156772569
171,15,3,81,345501.22508501,1058297.68730341,0.00210689,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5263334442,713.19610567,378.23635407,6746.64775656,0.00000000,0.00000000,0.00000000,337663.14486871,-3.16084423,-1.15717210,0.08333333,0.000000000,17.945606892
172,15,4,81,337663.14486871,1054887.96083683,0.00210438,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5182001732,695.91251401,369.50912889,6724.91075033,0.00000000,0.00000000,0.00000000,329872.81247547,-3.16084423,-1.15717210,0.08333333,0.000000000,17.730184252
173,15,5,81,329872.81247547,1051491.85743008,0.00210188,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5100993746,678.76908557,360.83511438,6703.26059112,0.00000000,0.00000000,0.00000000,322129.94768440,-3.16084423,-1.15717210,0.08333333,0.000000000,17.510449073
174,15,6,81,322129.94768440,1048109.31305105,0.00209939,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.5020308956,661.76480507,352.21399816,6681.69687070,0.00000000,0.00000000,0.00000000,314434.27201046,-3.16084423,-1.15717210,0.08333333,0.000000000,17.286345137
175,15,7,81,314434.27201046,1044740.26400998,0.00209689,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4939945848,644.89866465,343.64546979,6660.21918306,0.00000000,0.00000000,0.00000000,306785.50869296,-3.16084423,-1.15717210,0.08333333,0.000000000,17.057815575
176,15,8,81,306785.50869296,1041384.64695744,0.00209440,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4859902911,628.16966375,335.12922074,6638.82712435,0.00000000,0.00000000,0.00000000,299183.38268413,-3.16084423,-1.15717210,0.08333333,0.000000000,16.824802865
177,15,9,81,299183.38268413,1038042.39888230,0.00209191,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4780178644,611.57680912,326.66494439,6617.52029287,0.00000000,0.00000000,0.00000000,291627.62063774,-3.16084423,-1.15717210,0.08333333,0.000000000,16.587248820
178,15,10,81,291627.62063774,1034713.45710970,0.00208943,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4700771554,595.11911474,318.25233605,6596.29828907,0.00000000,0.00000000,0.00000000,284117.95089787,-3.16084423,-1.15717210,0.08333333,0.000000000,16.345094582
179,15,11,81,284117.95089787,1031397.75929908,0.00208695,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4621680157,578.79560175,309.89109287,6575.16071553,0.00000000,0.00000000,0.00000000,276654.10348772,-3.16084423,-1.15717210,0.08333333,0.000000000,16.098280618
180,15,12,81,276654.10348772,1028095.24344217,0.00208447,0.00111737,0.00000000,0.01500000,0.00000000,0.00000000,0.05000000,2.4542902975,561.28908684,300.87536723,6554.10717694,0.00000000,15009.93519078,0.00000000,254227.89666594,-3.16084423,-1.15717210,0.08333333,0.000000000,291.049705696
181,16,1,82,254227.89666594,1024805.84786104,0.00245353,0.00111737,0.00000000,0.00000000,0.01890000,0.00000000,0.05000000,2.4455330100,618.73731443,281.77998356,6533.13728011,0.00000000,0.00000000,4681.43095239,251475.67304022,-3.16084423,-1.15717210,0.08333333,600.613405873,617.043697885
182,16,2,82,251475.67304022,1021149.18202483,0.00245082,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4368135907,599.90648472,273.50635017,6509.82603541,0.00000000,0.00000000,0.00000000,244092.43416992,-3.16084423,-1.15717210,0.08333333,0.000000000,14.287252521
183,16,3,82,244092.43416992,1017508.32835962,0.00244811,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4281318501,581.23958655,265.28888942,6486.61559329,0.00000000,0.00000000,0.00000000,236759.29010066,-3.16084423,-1.15717210,0.08333333,0.000000000,14.019601955
184,16,4,82,236759.29010066,1013883.20764646,0.00244541,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4194875994,562.73536101,257.12724362,6463.50544875,0.00000000,0.00000000,0.00000000,229475.92204728,-3.16084423,-1.15717210,0.08333333,0.000000000,13.747291340
185,16,5,82,229475.92204728,1010273.74111335,0.00244271,0.00111737,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,2.4108806510,544.39255887,249.02105745,6440.49509960,0.00000000,0.00000000,0.00000000,222242.01333136,-3.16084423,-1.15717210,0.08333333,0.000000000,13.470263543
