Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
140,12,8,78,0.01827672,0.013,0.001109657,0,0.05,1,0,0.083333333,0,23421.09427,114137.4667,-3.187263407,-1.157172097,0.001088057,0,0,632.5117944,0,0.997803493,0.997803493,0.997803493,0.657369064,22788.58247,25.27362854,24.78165721,632.5117944,0,0,0,22738.52719,4.737193164,0,0,0,-687.3042733,0,0.879078073
141,12,9,78,0.01827672,0.013,0.001108441,0,0.05,1,0,0.083333333,0,22738.52719,113886.7629,-3.187263407,-1.157172097,0.001088057,0,0,631.1224777,0,0.997804708,0.997804708,0.997804708,0.655925148,22107.40471,24.49129249,24.04091126,631.1224777,0,0,0,22058.87251,4.595598439,0,0,0,-684.2502799,0,0.862979277
142,12,10,78,0.01827672,0.013,0.001107225,0,0.05,1,0,0.083333333,0,22058.87251,113636.7482,-3.187263407,-1.157172097,0.001088057,0,0,629.7369797,0,0.997805922,0.997805922,0.997805922,0.654485201,21429.13553,23.71386015,23.30332783,629.7369797,0,0,0,21382.11834,4.454607987,0,0,0,-681.2087757,0,0.846523948
143,12,11,78,0.01827672,0.013,0.001106011,0,0.05,1,0,0.083333333,0,21382.11834,113387.4204,-3.187263407,-1.157172097,0.001088057,0,0,628.3552879,0,0.997807135,0.997807135,0.997807135,0.65304921,20753.76305,22.94130505,22.56889401,628.3552879,0,0,0,20708.25285,4.314219344,0,0,0,-678.1797063,0,0.8297069
144,12,12,78,0.01827672,0.013,0.001104798,0,0.05,1,0,0.083333333,0,20708.25285,113138.7771,-3.187263407,-1.157172097,0.001088057,0.015,0,626.9773896,0,0.916036009,0.997808346,0.997808346,0.651617161,20081.27546,22.13808938,21.80262361,626.9773896,1642.163319,0,0,18395.17143,3.832327381,0,0,0,-674.75043,0,31.12839851
145,13,1,79,0.020831573,0.013,0.001258928,0,0.05,1,0,0.083333333,0,18395.17143,112890.8161,-3.157126161,-1.157172097,0.001121554,0,0.0189,625.6032724,0,0.99762093,0.99762093,0.99762093,0.650189042,18105.413,22.77989528,20.29414689,625.6032724,0,0,335.8448382,18062.33895,3.762987282,0,0,0,-672.4403018,43.4585925,44.25125704
146,13,2,79,0.020831573,0.013,0.001257547,0,0.05,1,0,0.083333333,0,18062.33895,112622.2409,-3.157126161,-1.157172097,0.001121554,0,0,624.1149185,0,0.99762231,0.99762231,0.99762231,0.648642197,17438.22404,21.91637929,19.54630854,624.1149185,0,0,0,17396.76135,3.624325281,0,0,0,-669.2019316,0,0.684333654
147,13,3,79,0.020831573,0.013,0.001256167,0,0.05,1,0,0.083333333,0,17396.76135,112354.4602,-3.157126161,-1.157172097,0.001121554,0,0,622.6309668,0,0.997623689,0.997623689,0.997623689,0.647099927,16774.13038,21.05861673,18.80193923,622.6309668,0,0,0,16734.26982,3.486306213,0,0,0,-665.977829,0,0.666451589
148,13,4,79,0.020831573,0.013,0.001254788,0,0.05,1,0,0.083333333,0,16734.26982,112087.471,-3.157126161,-1.157172097,0.001121554,0,0,621.1514018,0,0.997625066,0.997625066,0.997625066,0.645562216,16113.11842,20.20657466,18.0610237,621.1514018,0,0,0,16074.85082,3.348927255,0,0,0,-662.7679274,0,0.648206518
149,13,5,79,0.020831573,0.013,0.001253411,0,0.05,1,0,0.083333333,0,16074.85082,111821.2706,-3.157126161,-1.157172097,0.001121554,0,0,619.676208,0,0.997626441,0.997626441,0.997626441,0.644029048,15455.17462,19.36022034,17.32354678,619.676208,0,0,0,15418.49085,3.212185594,0,0,0,-659.5721607,0,0.629593353
150,13,6,79,0.020831573,0.013,0.001252036,0,0.05,1,0,0.083333333,0,15418.49085,111555.8562,-3.157126161,-1.157172097,0.001121554,0,0,618.20537,0,0.997627815,0.997627815,0.997627815,0.642500407,14800.28548,18.51952119,16.58949336,618.20537,0,0,0,14765.17646,3.07607843,0,0,0,-656.390463,0,0.610606945
151,13,7,79,0.020831573,0.013,0.001250662,0,0.05,1,0,0.083333333,0,14765.17646,111291.2251,-3.157126161,-1.157172097,0.001121554,0,0,616.7388726,0,0.997629187,0.997629187,0.997629187,0.640976277,14148.43759,17.68444484,15.85884839,616.7388726,0,0,0,14114.8943,2.940602979,0,0,0,-653.2227688,0,0.591242079
152,13,8,79,0.020831573,0.013,0.001249289,0,0.05,1,0,0.083333333,0,14114.8943,111027.3745,-3.157126161,-1.157172097,0.001121554,0,0,615.2767003,0,0.997630558,0.997630558,0.997630558,0.639456643,13499.6176,16.8549591,15.13159691,615.2767003,0,0,0,13467.63104,2.805756467,0,0,0,-650.0690128,0,0.571493477
153,13,9,79,0.020831573,0.013,0.001247918,0,0.05,1,0,0.083333333,0,13467.63104,110764.3016,-3.157126161,-1.157172097,0.001121554,0,0,613.8188381,0,0.997631928,0.997631928,0.997631928,0.637941488,12853.8122,16.03103196,14.40772402,613.8188381,0,0,0,12823.37345,2.671536135,0,0,0,-646.9291302,0,0.551355795
154,13,10,79,0.020831573,0.013,0.001246549,0,0.05,1,0,0.083333333,0,12823.37345,110502.0037,-3.157126161,-1.157172097,0.001121554,0,0,612.3652707,0,0.997633296,0.997633296,0.997633296,0.636430796,12211.00818,15.2126316,13.6872149,612.3652707,0,0,0,12182.10833,2.537939236,0,0,0,-643.8030565,0,0.530823624
155,13,11,79,0.020831573,0.013,0.001245181,0,0.05,1,0,0.083333333,0,12182.10833,110240.4782,-3.157126161,-1.157172097,0.001121554,0,0,610.9159832,0,0.997634662,0.997634662,0.997634662,0.634924553,11571.19235,14.39972636,12.97005478,610.9159832,0,0,0,11543.82257,2.404963035,0,0,0,-640.6907273,0,0.509891486
156,13,12,79,0.020831573,0.013,0.001243815,0,0.05,1,0,0.083333333,0,11543.82257,109979.7222,-3.157126161,-1.157172097,0.001121554,0.015,0,609.4709604,0,0.855066615,0.997636027,0.997636027,0.633422741,10934.35161,13.56854785,12.23482527,609.4709604,1558.94922,0,0,9349.599013,1.947833128,0,0,0,-637.2221666,0,29.95286189
157,14,1,80,0.0239018,0.013,0.001427012,0,0.05,1,0,0.083333333,0,9349.599013,109719.7331,-3.157126161,-1.157172097,0.001121554,0,0.0189,608.0301874,0,0.997453035,0.997453035,0.997453035,0.631925347,8906.784477,12.70210306,9.983163013,608.0301874,0,0,165.2156508,8884.099211,1.850854002,0,0,0,-632.5663074,22.08842767,22.51974243
158,14,2,80,0.0239018,0.013,0.001425444,0,0.05,1,0,0.083333333,0,8884.099211,109440.2808,-3.157126161,-1.157172097,0.001121554,0,0,606.4815559,0,0.997454601,0.997454601,0.997454601,0.630315855,8277.617655,11.79187521,9.27796465,606.4815559,0,0,0,8256.547815,1.720114128,0,0,0,-629.2715099,0,0.360336274
159,14,3,80,0.0239018,0.013,0.001423878,0,0.05,1,0,0.083333333,0,8256.547815,109161.7116,-3.157126161,-1.157172097,0.001121554,0,0,604.9378184,0,0.997456165,0.997456165,0.997456165,0.62871145,7651.609997,10.88812669,8.576306808,604.9378184,0,0,0,7632.145563,1.590030326,0,0,0,-625.9922822,0,0.338597937
160,14,4,80,0.0239018,0.013,0.001422314,0,0.05,1,0,0.083333333,0,7632.145563,108884.0222,-3.157126161,-1.157172097,0.001121554,0,0,603.3989563,0,0.997457727,0.997457727,0.997457727,0.627112112,7028.746607,9.990818247,7.878172793,603.3989563,0,0,0,7010.877616,1.460599503,0,0,0,-622.7285469,0,0.316463631
161,14,5,80,0.0239018,0.013,0.001420752,0,0.05,1,0,0.083333333,0,7010.877616,108607.2093,-3.157126161,-1.157172097,0.001121554,0,0,601.8649516,0,0.997459288,0.997459288,0.997459288,0.625517822,6409.012664,9.09991084,7.183545998,601.8649516,0,0,0,6392.729207,1.331818585,0,0,0,-619.480227,0,0.293928051
162,14,6,80,0.0239018,0.013,0.001419192,0,0.05,1,0,0.083333333,0,6392.729207,108331.2696,-3.157126161,-1.157172097,0.001121554,0,0,600.335786,0,0.997460847,0.997460847,0.997460847,0.623928561,5792.393421,8.215365675,6.492409894,600.335786,0,0,0,5777.685646,1.20368451,0,0,0,-616.2472461,0,0.270985826
163,14,7,80,0.0239018,0.013,0.001417633,0,0.05,1,0,0.083333333,0,5777.685646,108056.1999,-3.157126161,-1.157172097,0.001121554,0,0,598.8114413,0,0.997462404,0.997462404,0.997462404,0.622344311,5178.874204,7.337144187,5.804748039,598.8114413,0,0,0,5165.732312,1.076194232,0,0,0,-613.0295278,0,0.247631522
164,14,8,80,0.0239018,0.013,0.001416076,0,0.05,1,0,0.083333333,0,5165.732312,107781.9969,-3.157126161,-1.157172097,0.001121554,0,0,597.2918996,0,0.997463959,0.997463959,0.997463959,0.620765052,4568.440413,6.465208045,5.120544069,597.2918996,0,0,0,4556.85466,0.949344721,0,0,0,-609.8269964,0,0.223859638
165,14,9,80,0.0239018,0.013,0.00141452,0,0.05,1,0,0.083333333,0,4556.85466,107508.6574,-3.157126161,-1.157172097,0.001121554,0,0,595.7771428,0,0.997465513,0.997465513,0.997465513,0.619190766,3961.077518,5.599519147,4.439781704,595.7771428,0,0,0,3951.038217,0.823132962,0,0,0,-606.6395767,0,0.199664608
166,14,10,80,0.0239018,0.013,0.001412967,0,0.05,1,0,0.083333333,0,3951.038217,107236.178,-3.157126161,-1.157172097,0.001121554,0,0,594.2671532,0,0.997467065,0.997467065,0.997467065,0.617621435,3356.771064,4.74003962,3.762444744,594.2671532,0,0,0,3348.268579,0.697555954,0,0,0,-603.4671935,0,0.175040799
167,14,11,80,0.0239018,0.013,0.001411415,0,0.05,1,0,0.083333333,0,3348.268579,106964.5557,-3.157126161,-1.157172097,0.001121554,0,0,592.7619129,0,0.997468615,0.997468615,0.997468615,0.61605704,2755.506666,3.886731819,3.088517069,592.7619129,0,0,0,2748.531417,0.572610712,0,0,0,-600.3097725,0,0.149982511
168,14,12,80,0.0239018,0.013,0.001409864,0,0.05,1,0,0.083333333,0,2748.531417,106693.7872,-3.157126161,-1.157172097,0.001121554,0.015,0,591.2614041,0,0.416666164,0.997470163,0.997470163,0.614497562,2157.270013,3.033788846,2.413392995,591.2614041,1252.961411,0,0,898.8614204,0.187262796,0,0,0,-596.8958488,0,28.70371565
169,15,1,81,0.02772088,0.012,0.001681273,0,0.051546392,1,0,0.083333333,0,898.8614204,106423.8693,-3.157126161,-1.157172097,0.001121554,0,0.0189,589.7656093,0,0.997199059,0.997199059,0.997199059,0.612942984,314.9377219,0.529140168,0.352981905,589.7656093,0,0,5.841910829,314.0555998,0.06542825,0,0,0,-590.7131596,2.123560106,2.169161188
170,15,2,81,0.02772088,0.012,0.001679567,0,0.051546392,1,0,0.083333333,0,314.0555998,106125.7823,-3.157126161,-1.157172097,0.001121554,0,0,588.1137105,0,0.997200763,0.997200763,0.997200763,0.611226167,0,0,0,588.1137105,0,0,0,0,0,0,0,0,-588.1137105,0,0.014008283
171,15,3,81,0.02772088,0.012,0.001677862,0,0.051546392,1,0,0.083333333,0,0,105828.7111,-3.157126161,-1.157172097,0,0,0,586.4674409,0,0,0.998322138,0.998322138,0.6095152,0,0,0,586.4674409,0,0,0,0,0,0,0,0,-586.4674409,0,0
172,15,4,81,0.02772088,0.012,0.00167616,0,0.051546392,1,0,0.083333333,0,0,105651.1451,-3.157126161,#DIV/0!,0,0,0,585.4834292,0,0,0.99832384,0.99832384,0.608492517,0,0,0,585.4834292,0,0,0,0,0,0,0,0,-585.4834292,0,0
173,15,5,81,0.02772088,0.012,0.001674459,0,0.051546392,1,0,0.083333333,0,0,105474.0569,-3.157126161,#DIV/0!,0,0,0,584.5020655,0,0,0.998325541,0.998325541,0.607472586,0,0,0,584.5020655,0,0,0,0,0,0,0,0,-584.5020655,0,0
174,15,6,81,0.02772088,0.012,0.001672759,0,0.051546392,1,0,0.083333333,0,0,105297.445,-3.157126161,#DIV/0!,0,0,0,583.523341,0,0,0.998327241,0.998327241,0.606455399,0,0,0,583.523341,0,0,0,0,0,0,0,0,-583.523341,0,0
175,15,7,81,0.02772088,0.012,0.001671062,0,0.051546392,1,0,0.083333333,0,0,105121.3077,-3.157126161,#DIV/0!,0,0,0,582.547247,0,0,0.998328938,0.998328938,0.605440945,0,0,0,582.547247,0,0,0,0,0,0,0,0,-582.547247,0,0
176,15,8,81,0.02772088,0.012,0.001669366,0,0.051546392,1,0,0.083333333,0,0,104945.6436,-3.157126161,#DIV/0!,0,0,0,581.5737747,0,0,0.998330634,0.998330634,0.604429216,0,0,0,581.5737747,0,0,0,0,0,0,0,0,-581.5737747,0,0
177,15,9,81,0.02772088,0.012,0.001667672,0,0.051546392,1,0,0.083333333,0,0,104770.4509,-3.157126161,#DIV/0!,0,0,0,580.6029154,0,0,0.998332328,0.998332328,0.603420202,0,0,0,580.6029154,0,0,0,0,0,0,0,0,-580.6029154,0,0
178,15,10,81,0.02772088,0.012,0.001665979,0,0.051546392,1,0,0.083333333,0,0,104595.7282,-3.157126161,#DIV/0!,0,0,0,579.6346604,0,0,0.998334021,0.998334021,0.602413896,0,0,0,579.6346604,0,0,0,0,0,0,0,0,-579.6346604,0,0
179,15,11,81,0.02772088,0.012,0.001664289,0,0.051546392,1,0,0.083333333,0,0,104421.4739,-3.157126161,#DIV/0!,0,0,0,578.6690011,0,0,0.998335711,0.998335711,0.601410287,0,0,0,578.6690011,0,0,0,0,0,0,0,0,-578.6690011,0,0
180,15,12,81,0.02772088,0.012,0.0016626,0,0.051546392,1,0,0.083333333,0,0,104247.6864,-3.157126161,#DIV/0!,0,0.015,0,577.7059289,0,0,0.9983374,0.9983374,0.600409366,0,0,0,577.7059289,0,0,0,0,0,0,0,0,-577.7059289,0,0
181,16,1,82,0.032268987,0.012,0.00193634,0,0.054054054,1,0,0.083333333,0,0,104074.3643,-3.157126161,#DIV/0!,0,0,0.0189,576.7454353,0,0,0.99806366,0.99806366,0.599411126,0,0,0,576.7454353,0,0,0,0,0,0,0,0,-576.7454353,0,0
182,16,2,82,0.032268987,0.012,0.001934372,0,0.054054054,1,0,0.083333333,0,0,103872.8409,-3.157126161,#DIV/0!,0,0,0,575.6286602,0,0,0.998065628,0.998065628,0.598250463,0,0,0,575.6286602,0,0,0,0,0,0,0,0,-575.6286602,0,0
183,16,3,82,0.032268987,0.012,0.001932406,0,0.054054054,1,0,0.083333333,0,0,103671.9122,-3.157126161,#DIV/0!,0,0,0,574.5151804,0,0,0.998067594,0.998067594,0.597093224,0,0,0,574.5151804,0,0,0,0,0,0,0,0,-574.5151804,0,0
184,16,4,82,0.032268987,0.012,0.001930442,0,0.054054054,1,0,0.083333333,0,0,103471.576,-3.157126161,#DIV/0!,0,0,0,573.4049839,0,0,0.998069558,0.998069558,0.595939397,0,0,0,573.4049839,0,0,0,0,0,0,0,0,-573.4049839,0,0
185,16,5,82,0.032268987,0.012,0.00192848,0,0.054054054,1,0,0.083333333,0,0,103271.8302,-3.157126161,#DIV/0!,0,0,0,572.2980589,0,0,0.99807152,0.99807152,0.594788971,0,0,0,572.2980589,0,0,0,0,0,0,0,0,-572.2980589,0,0
186,16,6,82,0.032268987,0.012,0.00192652,0,0.054054054,1,0,0.083333333,0,0,103072.6725,-3.157126161,#DIV/0!,0,0,0,571.1943936,0,0,0.99807348,0.99807348,0.593641932,0,0,0,571.1943936,0,0,0,0,0,0,0,0,-571.1943936,0,0
187,16,7,82,0.032268987,0.012,0.001924562,0,0.054054054,1,0,0.083333333,0,0,102874.1009,-3.157126161,#DIV/0!,0,0,0,570.0939761,0,0,0.998075438,0.998075438,0.592498269,0,0,0,570.0939761,0,0,0,0,0,0,0,0,-570.0939761,0,0
188,16,8,82,0.032268987,0.012,0.001922606,0,0.054054054,1,0,0.083333333,0,0,102676.1133,-3.157126161,#DIV/0!,0,0,0,568.9967948,0,0,0.998077394,0.998077394,0.591357969,0,0,0,568.9967948,0,0,0,0,0,0,0,0,-568.9967948,0,0
189,16,9,82,0.032268987,0.012,0.001920652,0,0.054054054,1,0,0.083333333,0,0,102478.7076,-3.157126161,#DIV/0!,0,0,0,567.9028379,0,0,0.998079348,0.998079348,0.590221021,0,0,0,567.9028379,0,0,0,0,0,0,0,0,-567.9028379,0,0
190,16,10,82,0.032268987,0.012,0.001918701,0,0.054054054,1,0,0.083333333,0,0,102281.8816,-3.157126161,#DIV/0!,0,0,0,566.8120939,0,0,0.998081299,0.998081299,0.589087411,0,0,0,566.8120939,0,0,0,0,0,0,0,0,-566.8120939,0,0
191,16,11,82,0.032268987,0.012,0.001916751,0,0.054054054,1,0,0.083333333,0,0,102085.6333,-3.157126161,#DIV/0!,0,0,0,565.7245512,0,0,0.998083249,0.998083249,0.587957129,0,0,0,565.7245512,0,0,0,0,0,0,0,0,-565.7245512,0,0
192,16,12,82,0.032268987,0.012,0.001914803,0,0.054054054,1,0,0.083333333,0,0,101889.9606,-3.157126161,#DIV/0!,0,0.015,0,564.6401982,0,0,0.998085197,0.998085197,0.586830162,0,0,0,564.6401982,0,0,0,0,0,0,0,0,-564.6401982,0,0
193,17,1,83,0.037605813,0.011,0.002300668,0,0.056497175,1,0,0.083333333,0,0,101694.8614,-3.157126161,#DIV/0!,0,0,0.0189,563.5590235,0,0,0.997699332,0.997699332,0.585706498,0,0,0,563.5590235,0,0,0,0,0,0,0,0,-563.5590235,0,0
194,17,2,83,0.037605813,0.011,0.002298521,0,0.056497175,1,0,0.083333333,0,0,101460.8953,-3.157126161,#DIV/0!,0,0,0,562.2624614,0,0,0.997701479,0.997701479,0.584358981,0,0,0,562.2624614,0,0,0,0,0,0,0,0,-562.2624614,0,0
195,17,3,83,0.037605813,0.011,0.002296376,0,0.056497175,1,0,0.083333333,0,0,101227.6853,-3.157126161,#DIV/0!,0,0,0,560.9700893,0,0,0.997703624,0.997703624,0.58301582,0,0,0,560.9700893,0,0,0,0,0,0,0,0,-560.9700893,0,0
196,17,4,83,0.037605813,0.011,0.002294234,0,0.056497175,1,0,0.083333333,0,0,100995.2284,-3.157126161,#DIV/0!,0,0,0,559.6818908,0,0,0.997705766,0.997705766,0.581676996,0,0,0,559.6818908,0,0,0,0,0,0,0,0,-559.6818908,0,0
197,17,5,83,0.037605813,0.011,0.002292093,0,0.056497175,1,0,0.083333333,0,0,100763.5218,-3.157126161,#DIV/0!,0,0,0,558.3978498,0,0,0.997707907,0.997707907,0.580342493,0,0,0,558.3978498,0,0,0,0,0,0,0,0,-558.3978498,0,0
198,17,6,83,0.037605813,0.011,0.002289954,0,0.056497175,1,0,0.083333333,0,0,100532.5624,-3.157126161,#DIV/0!,0,0,0,557.1179499,0,0,0.997710046,0.997710046,0.579012294,0,0,0,557.1179499,0,0,0,0,0,0,0,0,-557.1179499,0,0
199,17,7,83,0.037605813,0.011,0.002287818,0,0.056497175,1,0,0.083333333,0,0,100302.3474,-3.157126161,#DIV/0!,0,0,0,555.8421752,0,0,0.997712182,0.997712182,0.577686383,0,0,0,555.8421752,0,0,0,0,0,0,0,0,-555.8421752,0,0
200,17,8,83,0.037605813,0.011,0.002285683,0,0.056497175,1,0,0.083333333,0,0,100072.8739,-3.157126161,#DIV/0!,0,0,0,554.5705095,0,0,0.997714317,0.997714317,0.576364741,0,0,0,554.5705095,0,0,0,0,0,0,0,0,-554.5705095,0,0
201,17,9,83,0.037605813,0.011,0.002283551,0,0.056497175,1,0,0.083333333,0,0,99844.13901,-3.157126161,#DIV/0!,0,0,0,553.302937,0,0,0.997716449,0.997716449,0.575047354,0,0,0,553.302937,0,0,0,0,0,0,0,0,-553.302937,0,0
202,17,10,83,0.037605813,0.011,0.00228142,0,0.056497175,1,0,0.083333333,0,0,99616.13985,-3.157126161,#DIV/0!,0,0,0,552.0394417,0,0,0.99771858,0.99771858,0.573734204,0,0,0,552.0394417,0,0,0,0,0,0,0,0,-552.0394417,0,0
203,17,11,83,0.037605813,0.011,0.002279292,0,0.056497175,1,0,0.083333333,0,0,99388.87358,-3.157126161,#DIV/0!,0,0,0,550.7800078,0,0,0.997720708,0.997720708,0.572425275,0,0,0,550.7800078,0,0,0,0,0,0,0,0,-550.7800078,0,0
204,17,12,83,0.037605813,0.011,0.002277165,0,0.056497175,1,0,0.083333333,0,0,99162.33735,-3.157126161,#DIV/0!,0,0.015,0,549.5246195,0,0,0.997722835,0.997722835,0.571120551,0,0,0,549.5246195,0,0,0,0,0,0,0,0,-549.5246195,0,0
205,18,1,84,0.04378188,0.01,0.002737369,0,0.05952381,1,0,0.083333333,0,0,98936.52834,-3.157126161,#DIV/0!,0,0,0.0189,548.2732612,0,0,0.997262631,0.997262631,0.569820016,0,0,0,548.2732612,0,0,0,0,0,0,0,0,-548.2732612,0,0
206,18,2,84,0.04378188,0.01,0.002735042,0,0.05952381,1,0,0.083333333,0,0,98665.70257,-3.157126161,#DIV/0!,0,0,0,546.772435,0,0,0.997264958,0.997264958,0.568260208,0,0,0,546.772435,0,0,0,0,0,0,0,0,-546.772435,0,0
207,18,3,84,0.04378188,0.01,0.002732718,0,0.05952381,1,0,0.083333333,0,0,98395.8477,-3.157126161,#DIV/0!,0,0,0,545.2769893,0,0,0.997267282,0.997267282,0.566705992,0,0,0,545.2769893,0,0,0,0,0,0,0,0,-545.2769893,0,0
208,18,4,84,0.04378188,0.01,0.002730395,0,0.05952381,1,0,0.083333333,0,0,98126.95962,-3.157126161,#DIV/0!,0,0,0,543.7869012,0,0,0.997269605,0.997269605,0.565157345,0,0,0,543.7869012,0,0,0,0,0,0,0,0,-543.7869012,0,0
209,18,5,84,0.04378188,0.01,0.002728075,0,0.05952381,1,0,0.083333333,0,0,97859.03423,-3.157126161,#DIV/0!,0,0,0,542.302148,0,0,0.997271925,0.997271925,0.563614242,0,0,0,542.302148,0,0,0,0,0,0,0,0,-542.302148,0,0
210,18,6,84,0.04378188,0.01,0.002725756,0,0.05952381,1,0,0.083333333,0,0,97592.06748,-3.157126161,#DIV/0!,0,0,0,540.8227073,0,0,0.997274244,0.997274244,0.56207666,0,0,0,540.8227073,0,0,0,0,0,0,0,0,-540.8227073,0,0
211,18,7,84,0.04378188,0.01,0.00272344,0,0.05952381,1,0,0.083333333,0,0,97326.0553,-3.157126161,#DIV/0!,0,0,0,539.3485565,0,0,0.99727656,0.99727656,0.560544576,0,0,0,539.3485565,0,0,0,0,0,0,0,0,-539.3485565,0,0
212,18,8,84,0.04378188,0.01,0.002721125,0,0.05952381,1,0,0.083333333,0,0,97060.99367,-3.157126161,#DIV/0!,0,0,0,537.8796732,0,0,0.997278875,0.997278875,0.559017967,0,0,0,537.8796732,0,0,0,0,0,0,0,0,-537.8796732,0,0
213,18,9,84,0.04378188,0.01,0.002718813,0,0.05952381,1,0,0.083333333,0,0,96796.87856,-3.157126161,#DIV/0!,0,0,0,536.4160354,0,0,0.997281187,0.997281187,0.557496809,0,0,0,536.4160354,0,0,0,0,0,0,0,0,-536.4160354,0,0
214,18,10,84,0.04378188,0.01,0.002716502,0,0.05952381,1,0,0.083333333,0,0,96533.70599,-3.157126161,#DIV/0!,0,0,0,534.9576207,0,0,0.997283498,0.997283498,0.55598108,0,0,0,534.9576207,0,0,0,0,0,0,0,0,-534.9576207,0,0
215,18,11,84,0.04378188,0.01,0.002714193,0,0.05952381,1,0,0.083333333,0,0,96271.47198,-3.157126161,#DIV/0!,0,0,0,533.5044072,0,0,0.997285807,0.997285807,0.554470756,0,0,0,533.5044072,0,0,0,0,0,0,0,0,-533.5044072,0,0
216,18,12,84,0.04378188,0.01,0.002711887,0,0.05952381,1,0,0.083333333,0,0,96010.17258,-3.157126161,#DIV/0!,0,0.015,0,532.0563731,0,0,0.997288113,0.997288113,0.552965815,0,0,0,532.0563731,0,0,0,0,0,0,0,0,-532.0563731,0,0
217,19,1,85,0.0508116,0.01,0.003152279,0,0.0625,1,0,0.083333333,0,0,95749.80385,-3.157126161,#DIV/0!,0,0,0.0189,530.6134963,0,0,0.996847721,0.996847721,0.551466234,0,0,0,530.6134963,0,0,0,0,0,0,0,0,-530.6134963,0,0
218,19,2,85,0.0508116,0.01,0.003149593,0,0.0625,1,0,0.083333333,0,0,95447.97378,-3.157126161,#DIV/0!,0,0,0,528.9408547,0,0,0.996850407,0.996850407,0.549727859,0,0,0,528.9408547,0,0,0,0,0,0,0,0,-528.9408547,0,0
219,19,3,85,0.0508116,0.01,0.00314691,0,0.0625,1,0,0.083333333,0,0,95147.35147,-3.157126161,#DIV/0!,0,0,0,527.2749061,0,0,0.99685309,0.99685309,0.54799644,0,0,0,527.2749061,0,0,0,0,0,0,0,0,-527.2749061,0,0
220,19,4,85,0.0508116,0.01,0.00314423,0,0.0625,1,0,0.083333333,0,0,94847.93128,-3.157126161,#DIV/0!,0,0,0,525.6156192,0,0,0.99685577,0.99685577,0.546271944,0,0,0,525.6156192,0,0,0,0,0,0,0,0,-525.6156192,0,0
221,19,5,85,0.0508116,0.01,0.003141551,0,0.0625,1,0,0.083333333,0,0,94549.7076,-3.157126161,#DIV/0!,0,0,0,523.962963,0,0,0.996858449,0.996858449,0.54455434,0,0,0,523.962963,0,0,0,0,0,0,0,0,-523.962963,0,0
222,19,6,85,0.0508116,0.01,0.003138875,0,0.0625,1,0,0.083333333,0,0,94252.67485,-3.157126161,#DIV/0!,0,0,0,522.3169065,0,0,0.996861125,0.996861125,0.542843594,0,0,0,522.3169065,0,0,0,0,0,0,0,0,-522.3169065,0,0
223,19,7,85,0.0508116,0.01,0.003136201,0,0.0625,1,0,0.083333333,0,0,93956.82746,-3.157126161,#DIV/0!,0,0,0,520.6774189,0,0,0.996863799,0.996863799,0.541139676,0,0,0,520.6774189,0,0,0,0,0,0,0,0,-520.6774189,0,0
224,19,8,85,0.0508116,0.01,0.00313353,0,0.0625,1,0,0.083333333,0,0,93662.15992,-3.157126161,#DIV/0!,0,0,0,519.0444696,0,0,0.99686647,0.99686647,0.539442553,0,0,0,519.0444696,0,0,0,0,0,0,0,0,-519.0444696,0,0
225,19,9,85,0.0508116,0.01,0.003130861,0,0.0625,1,0,0.083333333,0,0,93368.66673,-3.157126161,#DIV/0!,0,0,0,517.4180281,0,0,0.996869139,0.996869139,0.537752194,0,0,0,517.4180281,0,0,0,0,0,0,0,0,-517.4180281,0,0
226,19,10,85,0.0508116,0.01,0.003128194,0,0.0625,1,0,0.083333333,0,0,93076.34242,-3.157126161,#DIV/0!,0,0,0,515.7980643,0,0,0.996871806,0.996871806,0.536068566,0,0,0,515.7980643,0,0,0,0,0,0,0,0,-515.7980643,0,0
227,19,11,85,0.0508116,0.01,0.00312553,0,0.0625,1,0,0.083333333,0,0,92785.18156,-3.157126161,#DIV/0!,0,0,0,514.1845478,0,0,0.99687447,0.99687447,0.53439164,0,0,0,514.1845478,0,0,0,0,0,0,0,0,-514.1845478,0,0
228,19,12,85,0.0508116,0.01,0.003122867,0,0.0625,1,0,0.083333333,0,0,92495.17872,-3.157126161,#DIV/0!,0,0.015,0,512.5774488,0,0,0.996877133,0.996877133,0.532721383,0,0,0,512.5774488,0,0,0,0,0,0,0,0,-512.5774488,0,0
229,20,1,86,0.058666827,0.009,0.003733705,0,0.065789474,1,0,0.083333333,0,0,92206.32854,-3.157126161,#DIV/0!,0,0,0.0189,510.9767373,0,0,0.996266295,0.996266295,0.531057764,0,0,0,510.9767373,0,0,0,0,0,0,0,0,-510.9767373,0,0
