Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow,Calculated
164,38291461.39,118801236.4,525.7962914,64353.38,117455.27,489759.17,0,0,9816.36,37725024.05,7859.38,0,0,0,0,0,2996.72,-529961.54,-676430.48
165,37725024.05,118268433,523.5720804,63194.97,116295.11,488134.79,0,0,9679.41,37167684.7,7743.27,0,0,0,0,0,2994.25,-525225.4,-672373.89
166,37167684.7,117739560.5,521.3670448,62055.02,115146.18,486520.9,0,0,9544.21,36616447.5,7628.43,0,0,0,0,0,2991.91,-520543.48,-668358.62
167,36616447.5,117215601.2,519.1764701,60945.44,114011.63,484923.1,0,0,9410.55,36074105.48,7515.44,0,0,0,0,0,2989.53,-515924.34,-664406.08
168,36074105.48,116695467.6,517.0056031,59665.41,112573.93,483219.86,1018422.57,0,9277.53,34520925.03,7191.86,0,0,0,0,0,17321.06,-496318.71,-645330
169,34520925.03,116180372.4,514.9482611,66829.51,79439.3,588209,0,0,506108.28,34409642.15,7168.68,0,0,0,0,0,65301.34,-530166.14,-676345.15
170,34409642.15,115724563.1,512.9147706,65450.81,77308.28,586209.13,0,0,8681.79,33809640.35,7043.68,0,0,0,0,0,2040.36,-587580.38,-733971.54
171,33809640.35,115273622.1,510.884374,64095.23,77815.78,584224.82,0,0,8530.72,33215709.44,6919.94,0,0,0,0,0,2057.29,-583841.23,-730998.48
172,33215709.44,114824477.8,508.8695275,62755.04,76428.12,582255.66,0,0,8380.72,32628853.33,6797.68,0,0,0,0,0,2043.56,-578506.66,-726192.94
173,32628853.33,114378876,506.8743675,61452.06,75066.42,580301.44,0,0,8232.08,32052567.09,6677.62,0,0,0,0,0,2029.8,-573254.69,-721467.74
174,32052567.09,113937811.4,504.899332,60174.11,73725.76,578367.22,0,0,8086.11,31482603.73,6558.88,0,0,0,0,0,2016.36,-568081.44,-716809.61
175,31482603.73,113501396.9,502.9392469,58911.77,72404.07,576455.45,0,0,7941.71,30917217.73,6441.09,0,0,0,0,0,2002.87,-562983.54,-712209.51
176,30917217.73,113068386.4,500.9964868,57670.12,71110.8,574558.01,0,0,7802.79,30359781.05,6324.95,0,0,0,0,0,1989.27,-557960.24,-707674.61
177,30359781.05,112639369.7,499.0700306,56452.79,69871.98,572678.26,0,0,7665.5,29807932.72,6209.99,0,0,0,0,0,1975.54,-553024.16,-703237.48
178,29807932.72,112214122.1,497.1587222,55264.43,68680.71,570814.67,0,0,7529.03,29265320.24,6096.94,0,0,0,0,0,1961.89,-548180.08,-698894.86
179,29265320.24,111792311.8,495.2677343,54104.14,67523.75,568966.02,0,0,7394.07,28735028.35,5986.46,0,0,0,0,0,1948.47,-543416.85,-694631.9
180,28735028.35,111375230.2,493.3955968,52786.43,66204.48,567086.75,1044888.4,0,7259.94,27164195.67,5659.21,0,0,0,0,0,16729.83,-523478.58,-675007.04
181,27164195.67,110962551.4,491.3643743,58949.82,64718.99,565738.62,0,0,399285.04,27031735.74,5631.61,0,0,0,0,0,51747.63,-488453,-643291.41
182,27031735.74,110515071.9,489.3699053,57666.89,62291.43,563737.81,0,0,6718.28,26521541.16,5525.32,0,0,0,0,0,1733.65,-532338.77,-687487.8
183,26521541.16,110075472.1,487.3770699,56401.25,62835.39,561771.84,0,0,6594.54,26013967.3,5419.58,0,0,0,0,0,1746.87,-528796.98,-684681.19
184,26013967.3,109637261.9,485.4060086,55165.94,61756.64,559818.05,0,0,6471.47,25518162.24,5316.28,0,0,0,0,0,1733.64,-524018.86,-680323.27
185,25518162.24,109204121.7,483.4504625,53958.91,60723.87,557888.07,0,0,6349.06,25033129.8,5215.24,0,0,0,0,0,1721.14,-519334.38,-676064.95
186,25033129.8,108774492.1,481.5158026,52776.32,59760.97,555972.7,0,0,6227.32,24553086.91,5115.23,0,0,0,0,0,1709.83,-514773.73,-671915.39
187,24553086.91,108349748.3,479.5950013,51607.47,58832.36,554079.55,0,0,6106.22,24076323.95,5015.9,0,0,0,0,0,1699,-510308.71,-667836.28
188,24076323.95,107928140.9,477.6870991,50452.4,57978.88,552198.96,0,0,5986.33,23603199.66,4917.33,0,0,0,0,0,1689.17,-506009.91,-663858.4
189,23603199.66,107509459.4,475.7925439,49316.29,57147.15,550329.8,0,0,5870.63,23137390.97,4820.29,0,0,0,0,0,1679.37,-501776.63,-659934.16
190,23137390.97,107093820.6,473.9187356,48217.42,56381.45,548472.69,0,0,5763.33,22684333.75,4725.9,0,0,0,0,0,1670.31,-497664.81,-656127.15
191,22684333.75,106683156.8,472.0610017,47146.52,55624.98,546638.38,0,0,5656.63,22237261.66,4632.76,0,0,0,0,0,1661.41,-493606.95,-652381.23
192,22237261.66,106276214.3,470.2151119,45950.49,54730.91,544772.22,836866.69,0,5550.51,20966299.74,4367.98,0,0,0,0,0,14434.85,-476461.2,-635386.75
193,20966299.74,105871956.1,468.2238461,50774.76,53757.1,543377.89,0,0,308849.85,20841485.25,4341.98,0,0,0,0,0,40221.33,-449987.15,-612030.4
194,20841485.25,105436559,466.2548408,49592.46,52363.54,541396.15,0,0,5120.5,20418110.09,4253.77,0,0,0,0,0,1489.78,-484129.42,-646116.14
195,20418110.09,105005698.4,464.2875015,48425.31,52779.64,539429.15,0,0,5016.89,19996581.4,4165.95,0,0,0,0,0,1499.28,-480596.76,-643300.77
196,19996581.4,104576059.2,462.3338144,47276.26,52051.36,537472.79,0,0,4919.4,19582841.81,4079.76,0,0,0,0,0,1490.19,-476433.85,-639389.98
197,19582841.81,104149477.6,460.3979725,46146.42,51331.64,535528.69,0,0,4823.36,19174289.92,3994.64,0,0,0,0,0,1480.97,-472320.33,-635520.42
198,19174289.92,103727071.3,458.4831299,45059.91,50630.19,533603.01,0,0,4728.48,18779521.24,3912.4,0,0,0,0,0,1471.73,-468277.56,-631733.78
199,18779521.24,103309599.3,456.584276,44015.02,49954.81,531701.07,0,0,4634.91,18405476.58,3834.47,0,0,0,0,0,1462.97,-464344.74,-628042.4
200,18405476.58,102895731.4,454.7126162,42984.57,49286.23,529814.61,0,0,4541.9,18035179.7,3757.33,0,0,0,0,0,1454.78,-460457.5,-624387.96
201,18035179.7,102488520.4,452.8538362,41967.07,48623.19,527959.95,0,0,4449.45,17667518.88,3680.73,0,0,0,0,0,1446.53,-456661.88,-620784.41
202,17667518.88,102084184.4,451.0078147,40973.75,47968.56,526116.8,0,0,4360.49,17305048.11,3605.22,0,0,0,0,0,1438.17,-452909.84,-617226.16
203,17305048.11,101682695,449.1794422,40009.87,47323.78,524285.08,0,0,4276.53,16949057.68,3531.05,0,0,0,0,0,1429.71,-449202.29,-613720.07
204,16949057.68,101285199.3,447.3635417,38920.38,46549.27,522426.67,664938.54,0,4193.03,15932777.98,3319.33,0,0,0,0,0,11338.98,-435322.87,-599876.67
205,15932777.98,100890483.9,445.3732245,43156.6,45755.88,521037.64,0,0,234933.34,15815307.73,3294.86,0,0,0,0,0,30793.77,-414724.7,-582451.21
206,15815307.73,100457435,443.4167434,42128.37,44546.74,519019.41,0,0,3865.08,15490789.48,3227.25,0,0,0,0,0,1280.07,-440048.95,-607641.7
207,15490789.48,100031980.8,441.4731328,41131.81,44983.23,517033.63,0,0,3792.47,15171966.76,3160.83,0,0,0,0,0,1288.53,-436805.42,-605020.97
208,15171966.76,99610175.16,439.5439683,40146.17,44373.82,515073.56,0,0,3720.29,14855609.03,3094.92,0,0,0,0,0,1280.2,-433040.27,-601408.27
209,14855609.03,99191560.79,437.6291025,39173.62,43769.9,513126.77,0,0,3648.55,14541691.98,3029.52,0,0,0,0,0,1271.78,-429318.26,-597828.03
210,14541691.98,98776103.97,435.72839,38255.37,43178.44,511193.15,0,0,3577.25,14236322.9,2965.9,0,0,0,0,0,1263.28,-425664.94,-594329.58
211,14236322.9,98363771.49,433.8511548,37394.25,42599.9,509272.57,0,0,3506.37,13939943.36,2904.15,0,0,0,0,0,1255.5,-422080.19,-590915.37
212,13939943.36,97956647.05,431.9876504,36544.33,42026.61,507379.45,0,0,3435.92,13645883.46,2842.89,0,0,0,0,0,1248.53,-418548.9,-587544.75
213,13645883.46,97552551.09,430.1422349,35708.95,41464.11,505498.91,0,0,3365.89,13359075.1,2783.14,0,0,0,0,0,1241.48,-415060.5,-584213.63
214,13359075.1,97152620.46,428.3102636,34884.31,40906.55,503636.77,0,0,3296.28,13074376.68,2723.83,0,0,0,0,0,1234.51,-411614.03,-580916.95
215,13074376.68,96755652.62,426.4916016,34070.26,40353.88,501786.95,0,0,3227.08,12791768.2,2664.95,0,0,0,0,0,1227.46,-408204.96,-577648.58
216,12791768.2,96361616.86,424.6861157,33171.33,39703.56,499907.49,445535.01,0,3169.8,12080491.3,2516.77,0,0,0,0,0,8814.36,-397067.57,-566484.79
217,12080491.3,95970482.83,422.7179245,37245.85,39189.06,498447.45,0,0,178398.51,12009224.66,2501.92,0,0,0,0,0,23486.57,-381144.87,-553897.71
218,12009224.66,95543797.02,420.7713199,36412.36,38140.73,496423.69,0,0,2950.96,11765102.41,2451.06,0,0,0,0,0,1106.69,-399893,-572321.15
219,11765102.41,95121422.56,418.8302359,35591.14,38572.67,494415.28,0,0,2895.43,11522018.49,2400.42,0,0,0,0,0,1115.64,-397012.99,-569863.87
220,11522018.49,94700962.61,416.9046251,34781.44,38060.66,492420.27,0,0,2842.96,11283246.27,2350.68,0,0,0,0,0,1109.31,-393689.99,-566503.74
221,11283246.27,94283883.44,414.998788,33985.56,37556.57,490439.91,0,0,2793.83,11049013.72,2301.88,0,0,0,0,0,1102.94,-390407.07,-563180.98
222,11049013.72,93871219.18,413.1080724,33201.23,37057.4,488479.65,0,0,2745.08,10816697.37,2253.48,0,0,0,0,0,1096.51,-387165.07,-559895.25
223,10816697.37,93461856.87,411.2323119,32428.28,36563.08,486533.72,0,0,2696.7,10586276.47,2205.47,0,0,0,0,0,1090.04,-383959.79,-556640.51
224,10586276.47,93055759.36,409.3713428,31666.51,36073.55,484601.99,0,0,2648.69,10357730.58,2157.86,0,0,0,0,0,1083.51,-380790.66,-553416.4
225,10357730.58,92652890.06,407.5250033,30915.74,35588.76,482684.29,0,0,2601.04,10131039.55,2110.63,0,0,0,0,0,1076.93,-377657.13,-550222.49
226,10131039.55,92253212.86,405.6931339,30213.66,35136.85,480780.49,0,0,2553.75,9931044.65,2068.97,0,0,0,0,0,1070.3,-374704.63,-547129.67
227,9931044.65,91856692.18,403.9022226,29533.24,34697.85,478890.44,0,0,2506.82,9740172.46,2029.2,0,0,0,0,0,1064.78,-371827.3,-544085.95
228,9740172.46,91469791.2,402.1253576,28754.06,34157.96,477012.19,324861.64,0,2460.23,9226316.79,1922.15,0,0,0,0,0,5731.07,-364295.98,-536115.29
229,9226316.79,91085950.01,400.2937964,31753.55,20115.87,517238.39,0,0,135171.77,9139587.15,1904.08,0,0,0,0,0,17690.77,-364270.38,-553321.12
230,9139587.15,90696100.13,398.4802116,30890.46,19489.95,515000.2,0,0,2255.04,8922223.69,1858.8,0,0,0,0,0,685.29,-378134.79,-566554.12
231,8922223.69,90309722.18,396.6773918,30044.62,19432.08,512780.6,0,0,2198.75,8710628.08,1814.71,0,0,0,0,0,682.92,-375227.2,-563389.09
232,8710628.08,89925898.31,394.9033827,29220.24,18928.8,510577.11,0,0,2142.97,8510994.39,1773.12,0,0,0,0,0,673.2,-372202.73,-559826.07
233,8510994.39,89548377.2,393.1452528,28409.39,18434.34,508408.12,0,0,2087.69,8313355.89,1731.95,0,0,0,0,0,663.77,-369246.44,-556320.03
234,8313355.89,89174061.04,391.4028149,27619.63,17949.17,506257.48,0,0,2033.46,8118173.58,1691.29,0,0,0,0,0,654.34,-366328.79,-552863.23
235,8118173.58,88802912.85,389.6763153,26843.32,17472.64,504124.98,0,0,1979.75,7924955.65,1651.03,0,0,0,0,0,644.88,-363448.84,-549447.09
236,7924955.65,88434976.47,387.9651267,26079.49,17004.59,502011.02,0,0,1926.5,7733630.05,1611.17,0,0,0,0,0,635.41,-360605.94,-546070.86
237,7733630.05,88070132.97,386.2690695,25348.84,16547.67,499914.77,0,0,1876.44,7546561.25,1572.2,0,0,0,0,0,625.92,-357802.59,-542757.56
238,7546561.25,87708346.9,384.5900308,24633.3,16107.4,497836.05,0,0,1827.24,7361681.55,1533.68,0,0,0,0,0,616.41,-355036.43,-539494.02
239,7361681.55,87350009.77,382.92543,23929.02,15690.97,495777.68,0,0,1778.41,7178539,1495.53,0,0,0,0,0,606.89,-352310.11,-536286.31
240,7178539,86994602.91,381.2750142,23134.58,15240.81,493725.29,321734.41,0,1729.92,6677267.85,1391.1,0,0,0,0,0,5236.65,-344867.27,-528255.13
241,6677267.85,86642079.15,379.4117849,25607.74,14680.67,491830.35,0,0,98584.65,6598550.8,1374.7,0,0,0,0,0,12991.84,-335260.61,-520501.62
242,6598550.8,86241792.67,377.5700622,24837.73,13949,489520.69,0,0,1567.85,6425001.99,1338.54,0,0,0,0,0,534.6,-344583.77,-529111.36
243,6425001.99,85845652.18,375.7406705,24102.54,13938.93,487234.26,0,0,1527.66,6254038.53,1302.92,0,0,0,0,0,530.82,-341772.58,-526047.83
244,6254038.53,85452394.81,373.9291884,23380.32,13564.06,484965.81,0,0,1487.76,6084874.51,1267.68,0,0,0,0,0,521.43,-338874.22,-522656.44
245,6084874.51,85062790.85,372.1343353,22670.03,13196,482718.72,0,0,1448.15,5917387.24,1232.79,0,0,0,0,0,512.06,-336014.6,-519305.48
246,5917387.24,84676598.23,370.355902,22004.75,12838.46,480491.29,0,0,1408.83,5754865.44,1198.93,0,0,0,0,0,502.68,-333204.27,-516030.75
247,5754865.44,84293775.15,368.5992065,21397.07,12496.61,478283.27,0,0,1374.59,5601904.68,1167.06,0,0,0,0,0,493.9,-330451,-512850.11
248,5601904.68,83915411.7,366.8655077,20807.7,12165.89,476102.5,0,0,1345.42,5454583.85,1136.37,0,0,0,0,0,485.83,-327745.05,-509726.63
249,5454583.85,83541891.01,365.1473775,20227.56,11848.39,473950.04,0,0,1316.47,5308640.29,1105.97,0,0,0,0,0,477.88,-325084.34,-506654.08
250,5308640.29,83171571.86,363.4443479,19656.37,11558.06,471815.98,0,0,1287.75,5164033.37,1075.84,0,0,0,0,0,470.28,-322465.85,-503635.97
251,5164033.37,82804371.2,361.7559532,19136.99,11305.55,469699.78,0,0,1259.25,5029642.84,1047.84,0,0,0,0,0,463.06,-319948.03,-500727.1
252,5029642.84,82440204.38,360.0966732,18586.85,11044.69,467591.24,219741.2,0,1230.96,4686536.39,976.36,0,0,0,0,0,3793.55,-314114.09,-494405.59
253,4686536.39,82082164.35,358.235319,20472.59,10729.05,465643.29,0,0,68843.79,4629481.84,964.48,0,0,0,0,0,9110.54,-306864.19,-488698.87
254,4629481.84,81678622.71,356.3923872,19946.95,10423.12,463311.6,0,0,1132.27,4512022.81,940,0,0,0,0,0,415.63,-312899.1,-494206.04
255,4512022.81,81278793.11,354.5693997,19430.23,10414.06,461000.36,0,0,1111.25,4395664.27,915.76,0,0,0,0,0,413.67,-310321.38,-491346.74
256,4395664.27,80883469.95,352.7628788,18921.45,10215.56,458716.05,0,0,1090.45,4280389.6,891.75,0,0,0,0,0,408.61,-307748.84,-488336.2
257,4280389.6,80491603.46,350.9726136,18421.15,10019.31,456451.63,0,0,1069.85,4166185.09,867.96,0,0,0,0,0,403.53,-305206.34,-485356.52
258,4166185.09,80103150.27,349.1983967,17932.63,9826.92,454206.84,0,0,1049.47,4054483.72,844.68,0,0,0,0,0,398.43,-302701.05,-482412.64
259,4054483.72,79718067.75,347.4592248,17503.48,9660.98,451981.46,0,0,1029.28,3965154.55,826.07,0,0,0,0,0,393.38,-300337.06,-479578.61
260,3965154.55,79340594.45,345.7355824,17081.82,9497,449801.09,0,0,1009.3,3876695.35,807.64,0,0,0,0,0,389.6,-298071.69,-476797.95
261,3876695.35,78966383.2,344.0272726,16667.5,9334.96,447639.51,0,0,989.52,3789094.35,789.39,0,0,0,0,0,385.81,-295831.82,-474045.55
262,3789094.35,78595393.47,342.3341015,16260.39,9174.83,445496.47,0,0,969.94,3702339.99,771.32,0,0,0,0,0,382.01,-293617.04,-471321
263,3702339.99,78227585.4,340.6558784,15860.33,9016.57,443371.75,0,0,950.55,3616420.94,753.42,0,0,0,0,0,378.21,-291426.97,-468623.86
264,3616420.94,77862919.76,338.9924156,15391.24,8830.02,441256.54,139136.98,0,931.35,3392303.74,706.73,0,0,0,0,0,2551.77,-287033.36,-463632.76
265,3392303.74,77501357.9,337.1033758,17176.99,8635.98,439274.55,0,0,49265.73,3354250.73,698.8,0,0,0,0,0,6554.99,-281354.17,-459231.33
266,3354250.73,77088727.9,335.2340075,16723.82,8389.01,436882.92,0,0,861.21,3271575.22,681.58,0,0,0,0,0,344.53,-285090.71,-462332.8
267,3271575.22,76680113.73,333.3966052,16297.07,8415.3,434513.84,0,0,842.14,3203929.01,667.49,0,0,0,0,0,343.16,-282729.39,-459550.54
268,3203929.01,76278618.74,331.5770022,15877.98,8276.98,432186.12,0,0,823.28,3137097.61,653.56,0,0,0,0,0,339.68,-280417.55,-456654.96
269,3137097.61,75880885.17,329.7749549,15467.01,8140.58,429880.29,0,0,804.62,3071068.3,639.81,0,0,0,0,0,336.21,-278134.43,-453791.48
270,3071068.3,75486862.83,327.990224,15063.97,8006.07,427596.04,0,0,786.17,3005828.63,626.21,0,0,0,0,0,332.74,-275879.56,-450959.55
271,3005828.63,75096502.35,326.2225741,14668.7,7873.41,425333.1,0,0,767.92,2941366.4,612.78,0,0,0,0,0,329.29,-273652.45,-448158.7
272,2941366.4,74709755.2,324.4717742,14281.03,7742.58,423091.18,0,0,749.87,2877669.62,599.51,0,0,0,0,0,325.85,-271452.62,-445388.45
273,2877669.62,74326573.69,322.7375968,13900.79,7613.53,420870.02,0,0,732.02,2814726.55,586.4,0,0,0,0,0,322.41,-269279.61,-442648.33
274,2814726.55,73946910.91,321.0198188,13527.83,7486.25,418669.35,0,0,714.35,2752525.69,573.44,0,0,0,0,0,318.98,-267132.98,-439937.89
275,2752525.69,73570720.76,319.3182204,13162,7360.69,416488.89,0,0,696.88,2691055.75,560.64,0,0,0,0,0,315.56,-265012.27,-437256.66
276,2691055.75,73197957.9,317.6325859,12737.23,7211.36,414320.79,93442,0,679.59,2536962.63,528.53,0,0,0,0,0,1547.98,-261644.42,-433249.93
277,2536962.63,72828577.74,315.7116325,14114.64,7079.72,412270.68,0,0,37334.49,2511881.79,523.31,0,0,0,0,0,4983.18,-256530.81,-429005.17
278,2511881.79,72405230.04,313.8117063,13701.66,6875.72,409810.6,0,0,615.95,2450980.82,510.62,0,0,0,0,0,286.7,-258817.84,-430611.9
279,2450980.82,71986250.29,311.929309,13297.07,6892.88,407375.46,0,0,598.91,2390728.53,498.07,0,0,0,0,0,285.32,-256471.61,-427778.16
280,2390728.53,71571246.21,310.0662344,12900.23,6768.24,404964.68,0,0,582.08,2331256.32,485.68,0,0,0,0,0,281.66,-254139.1,-424837.17
281,2331256.32,71160374.63,308.2222067,12511.53,6645.43,402578.12,0,0,565.44,2272551.4,473.45,0,0,0,0,0,278.01,-251838.02,-421930.52
282,2272551.4,70753577.98,306.396955,12130.79,6524.43,400215.47,0,0,549,2214601.24,461.38,0,0,0,0,0,274.37,-249567.82,-419057.7
283,2214601.24,70350799.72,304.5902134,11757.83,6405.21,397876.37,0,0,532.76,2157393.55,449.46,0,0,0,0,0,270.74,-247327.92,-416218.13
284,2157393.55,69951984.29,302.8017206,11392.47,6287.72,395560.52,0,0,516.7,2100916.32,437.69,0,0,0,0,0,267.12,-245117.79,-413411.28
285,2100916.32,69557077.1,301.03122,11034.54,6171.93,393267.58,0,0,500.83,2045157.76,426.07,0,0,0,0,0,263.52,-242936.89,-410636.6
286,2045157.76,69166024.52,299.2784593,10683.88,6057.82,390997.26,0,0,485.15,1990106.32,414.61,0,0,0,0,0,259.92,-240784.71,-407893.65
287,1990106.32,68778773.83,297.543191,10340.33,5945.36,388749.23,0,0,469.65,1935750.7,403.28,0,0,0,0,0,256.33,-238660.72,-405181.87
288,1935750.7,68395273.24,295.8251717,9951.82,5813.64,386516.54,85059.93,0,454.34,1797099.29,374.4,0,0,0,0,0,1393.26,-235393.2,-401263.14
289,1797099.29,68015471.86,293.9062094,10684.77,5684.55,384398.93,0,0,26841.24,1769454.06,368.64,0,0,0,0,0,3626.65,-231299.4,-397510.24
290,1769454.06,67589579.66,292.0088064,10309.66,5506.43,381925.91,0,0,397.74,1716194.14,357.54,0,0,0,0,0,226.93,-232329.98,-397872.61
291,1716194.14,67168212.67,290.1298771,9942.57,5517.38,379478.95,0,0,382.81,1663547.87,346.57,0,0,0,0,0,225.21,-230018.32,-395060.26
292,1663547.87,66751025.48,288.2709186,9582.92,5406.99,377057.49,0,0,368.07,1611626.41,335.76,0,0,0,0,0,221.54,-227725.83,-392161.62
293,1611626.41,66338137.52,286.4316352,9231.04,5298.31,374661.32,0,0,353.52,1560417.46,325.09,0,0,0,0,0,217.87,-225465.64,-389297.89
294,1560417.46,65929486.91,284.6117368,8886.74,5191.31,372290.1,0,0,339.15,1509908.92,314.56,0,0,0,0,0,214.22,-223237.16,-386468.49
295,1509908.92,65525012.89,282.8109387,8552.67,5086.14,369943.45,0,0,325.16,1460248.95,304.22,0,0,0,0,0,210.58,-221039.9,-383675.9
296,1460248.95,65124655.8,281.0296752,8235.9,4983.25,367621.04,0,0,312,1411836.4,294.13,0,0,0,0,0,206.95,-218873.54,-380927.37
297,1411836.4,64728469.64,279.2669329,7925.68,4881.91,365323.34,0,0,298.98,1364063.41,284.18,0,0,0,0,0,203.33,-216737.19,-378211.78
298,1364063.41,64336280.32,277.5224436,7622.66,4782.2,363049.16,0,0,286.22,1317012.07,274.38,0,0,0,0,0,199.72,-214630.38,-375528.68
299,1317012.07,63948031.48,275.7982133,7344.37,4686.5,360798.16,0,0,276.1,1272760.76,265.16,0,0,0,0,0,196.12,-212555.45,-372898.07
300,1272760.76,63564033.53,274.0916734,7038.56,4575.99,358566.83,68929.36,0,266.07,1160203.83,241.71,0,0,0,0,0,1240.56,-209439.08,-369182.53
301,1160203.83,63183859.84,272.1350365,7655.78,4463.96,356448.88,0,0,17595.11,1134143.81,236.28,0,0,0,0,0,2425.12,-206323.25,-366379.78
302,1134143.81,62746097.21,270.2054149,7359.1,4316.3,353908.33,0,0,235.87,1094570.6,228.04,0,0,0,0,0,171.66,-206232.75,-365640.11
303,1094570.6,62313927.33,268.2962466,7069.24,4329.19,351400.85,0,0,230.21,1055480.51,219.89,0,0,0,0,0,169.55,-203945.48,-362849.62
304,1055480.51,61886390.88,266.4087339,6785.69,4238.84,348921.48,0,0,224.62,1016968.12,211.87,0,0,0,0,0,165.78,-201683.13,-359992.1
305,1016968.12,61463568.07,264.5425367,6508.74,4150,346469.95,0,0,219.08,979022.89,203.96,0,0,0,0,0,162.03,-199455.2,-357170.62
306,979022.89,61045386.9,262.6973216,6238.23,4062.63,344045.83,0,0,213.59,941634.5,196.17,0,0,0,0,0,158.3,-197261.02,-354384.56
307,941634.5,60631776.77,260.872762,5980.24,3977.07,341648.69,0,0,208.17,905106.17,188.56,0,0,0,0,0,154.57,-195100.31,-351639.99
308,905106.17,60222668.44,259.069998,5752.04,3894.31,339278.13,0,0,202.8,870304.25,181.31,0,0,0,0,0,150.98,-192973.39,-348954.81
309,870304.25,59818225.95,257.2871968,5530.11,3813.84,336935.47,0,0,198.45,836816.49,174.34,0,0,0,0,0,147.82,-190878.51,-346305.94
310,836816.49,59418141.45,255.5268357,5315.71,3736.43,334618.51,0,0,195.94,805340.85,167.78,0,0,0,0,0,144.67,-188815.81,-343693.76
311,805340.85,59022805.08,253.7858176,5124.82,3662.53,332329.62,0,0,193.46,776259.87,161.72,0,0,0,0,0,141.52,-186790.85,-341137.17
312,776259.87,58631695.62,252.0689931,4949.86,3581.1,330060.6,36028.07,0,191.02,714824.17,148.92,0,0,0,0,0,850.26,-184083.21,-337890.22
313,714824.17,58245584.54,250.1421452,5366.62,3515.91,327898.87,0,0,10299.2,699196.7,145.67,0,0,0,0,0,1443.23,-181536.16,-335483.84
314,699196.7,57810637.14,248.2388898,5189.57,3398.82,325381.98,0,0,184.43,673855.08,140.39,0,0,0,0,0,123.34,-180628.05,-333987.42
315,673855.08,57380800.81,246.35682,5054.12,3424.87,322894.84,0,0,181.95,655836.19,136.63,0,0,0,0,0,122.51,-178476.58,-331387.95
316,655836.19,56955799.34,244.5059589,4932.45,3365.96,320436.83,0,0,179.52,640134.02,133.36,0,0,0,0,0,121.01,-176359.27,-328747.59
317,640134.02,56537231.48,242.6767829,4813.62,3308.07,318018.02,0,0,177.12,624650.49,130.14,0,0,0,0,0,119.73,-174286.72,-326150.12
318,624650.49,56123454.15,240.8689451,4697.58,3251.18,315627.44,0,0,174.76,609381.31,126.95,0,0,0,0,0,118.48,-172246.67,-323584.67
319,609381.31,55714392.67,239.0821059,4584.22,3195.28,313264.64,0,0,172.44,594322.29,123.82,0,0,0,0,0,117.23,-170238.48,-321050.73
320,594322.29,55309973.83,237.3159324,4473.49,3140.33,310929.19,0,0,170.16,579469.33,120.72,0,0,0,0,0,115.99,-168261.52,-318547.74
321,579469.33,54910125.83,235.5700984,4365.3,3086.32,308620.66,0,0,167.92,564818.47,117.67,0,0,0,0,0,114.77,-166315.15,-316075.18
322,564818.47,54514778.3,233.8442842,4259.59,3033.23,306338.64,0,0,165.71,550365.83,114.66,0,0,0,0,0,113.55,-164398.79,-313632.57
323,550365.83,54123862.24,232.1381764,4156.29,2981.04,304082.7,0,0,163.54,536107.62,111.69,0,0,0,0,0,112.34,-162511.85,-311219.38
324,536107.62,53737309.95,230.4514679,4039.24,2919.47,301848.1,4762.32,0,161.4,517747.68,107.86,0,0,0,0,0,427.66,-160334.44,-308487.01
325,517747.68,53355055.08,228.5423884,4599.14,2906.35,299708.7,0,0,7322.29,516312.41,107.57,0,0,0,0,0,1013.3,-157974.81,-306308.46
326,516312.41,52920886.71,226.6580663,4494.86,2820.89,297202.91,0,0,155.66,507922.47,105.82,0,0,0,0,0,102.93,-156800.01,-304521.55
327,507922.47,52492143.23,224.7963607,4393.28,2848.25,294728.79,0,0,153.46,499626.29,104.09,0,0,0,0,0,103.17,-154759.39,-301971.24
328,499626.29,52068572.11,222.9579898,4294.06,2802.43,292285.7,0,0,151.3,491494.39,102.39,0,0,0,0,0,102.24,-152748.29,-299382.34
329,491494.39,51650191.65,221.1425565,4197.47,2757.52,289873.21,0,0,149.18,483522.8,100.73,0,0,0,0,0,101.33,-150771.31,-296827.6
330,483522.8,51236915.74,219.3496725,4103.45,2713.5,287490.83,0,0,147.1,475707.65,99.11,0,0,0,0,0,100.43,-148827.74,-294306.46
331,475707.65,50828660.06,217.5789578,4011.9,2670.33,285138.04,0,0,145.05,468045.2,97.51,0,0,0,0,0,99.56,-146916.87,-291818.22
332,468045.2,50425342.06,215.8300402,3922.76,2628.01,282814.34,0,0,143.04,460531.82,95.94,0,0,0,0,0,98.69,-145038,-289362.36
333,460531.82,50026880.9,214.1025557,3835.95,2586.51,280519.26,0,0,141.06,453163.96,94.41,0,0,0,0,0,97.84,-143190.47,-286938.29
334,453163.96,49633197.4,212.3961478,3751.41,2545.81,278252.32,0,0,139.11,445938.19,92.9,0,0,0,0,0,97.01,-141373.63,-284545.43
335,445938.19,49244214.03,210.7104677,3669.06,2505.9,276013.05,0,0,137.2,438851.18,91.43,0,0,0,0,0,96.2,-139586.84,-282183.24
336,438851.18,48859854.84,209.0451738,3574.53,2458.05,273797.27,3283.33,0,135.32,428643.08,89.3,0,0,0,0,0,135.53,-137787.23,-279783.62
